timestamp,target_x,target_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y
1749233105.2117376,180,140,805,537,977,544
1749233105.3605435,180,140,845,517,1025,524
1749233105.5252037,180,140,868,500,1047,509
1749233105.680233,180,140,878,490,1061,498
1749233105.840355,180,140,879,487,1065,493
1749233106.0004706,180,140,890,476,1059,478
1749233106.1561396,180,140,875,475,1045,474
1749233106.3190312,180,140,871,476,1055,478
1749233106.4782104,180,140,881,475,1057,476
1749233106.6395304,180,140,879,480,1049,477
1749233106.8067405,180,140,907,480,1053,483
1749233106.9600725,180,140,889,477,1062,479
1749233107.114451,180,140,893,475,1055,472
1749233107.2702756,180,140,898,480,1069,480
1749233107.4253807,180,140,909,481,1075,481
1749233107.5843465,180,140,894,482,1070,480
1749233107.7384002,180,140,885,486,1058,473
1749233107.8947487,180,140,894,490,1053,475
1749233108.056383,180,140,898,488,1055,481
1749233108.2113428,960,140,892,485,1050,483
1749233108.362158,960,140,897,488,1063,476
1749233108.5255096,960,140,894,490,1061,479
1749233108.6745293,960,140,887,486,1057,481
1749233108.8279192,960,140,885,489,1054,482
1749233108.9779117,960,140,885,489,1054,482
1749233109.1506906,960,140,885,488,1049,481
1749233109.3060746,960,140,885,486,1052,481
1749233109.4645174,960,140,882,488,1043,487
1749233109.6110368,960,140,883,489,1052,483
1749233109.7719371,960,140,882,489,1051,485
1749233109.929962,960,140,881,489,1051,483
1749233110.086643,960,140,882,491,1042,485
1749233110.250723,960,140,883,488,1042,485
1749233110.4061363,960,140,881,489,1051,485
1749233110.5570562,960,140,880,490,1050,481
1749233110.712531,960,140,871,489,1041,485
1749233110.8669498,960,140,880,490,1050,482
1749233111.0225413,960,140,881,492,1042,485
1749233111.1821656,960,140,881,491,1042,485
1749233111.3368595,960,140,880,493,1041,487
1749233111.501247,960,140,880,490,1040,486
1749233111.6563077,960,140,879,491,1040,487
1749233111.8088288,960,140,881,491,1041,487
1749233111.969218,960,140,880,492,1041,487
1749233112.1264415,960,140,879,491,1041,487
1749233112.2814877,960,140,880,493,1041,487
1749233112.440454,1760,140,880,491,1050,486
1749233112.591915,1760,140,873,491,1040,487
1749233112.751076,1760,140,865,490,1052,490
1749233112.9073572,1760,140,881,494,1046,486
1749233113.061891,1760,140,888,496,1053,488
1749233113.2118795,1760,140,890,497,1071,496
1749233113.37652,1760,140,900,496,1065,493
1749233113.5445702,1760,140,899,493,1070,489
1749233113.700552,1760,140,889,487,1057,486
1749233114.4738362,1760,140,886,499,1044,493
