timestamp,target_x,target_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y
1749231578.4390213,192,108,917,536,1082,541
1749231578.4486015,192,108,915,537,1082,541
1749231578.4641318,192,108,909,537,1081,542
1749231578.481407,192,108,906,540,1081,542
1749231578.5023448,192,108,908,539,1081,542
1749231578.5347226,192,108,908,538,1081,542
1749231578.5644677,192,108,924,539,1081,541
1749231578.6178653,192,108,908,539,1080,542
1749231578.647451,192,108,923,540,1080,541
1749231578.6798258,192,108,913,535,1079,542
1749231578.7121167,192,108,908,538,1079,543
1749231578.744,192,108,907,540,1079,543
1749231578.7742796,192,108,922,539,1079,544
1749231578.8070009,192,108,906,539,1079,543
1749231578.8400307,192,108,906,539,1079,543
1749231578.871159,192,108,906,539,1070,542
1749231578.9013586,192,108,922,538,1069,542
1749231578.935654,192,108,907,540,1079,543
1749231578.9680238,192,108,907,539,1078,544
1749231579.0116496,192,108,906,540,1078,543
1749231579.0505364,192,108,933,541,1078,543
1749231579.0770469,192,108,922,540,1067,541
1749231579.1063528,192,108,922,538,1067,541
1749231579.1370573,192,108,923,539,1078,543
1749231579.172735,192,108,912,539,1068,541
1749231579.205102,192,108,912,539,1078,542
1749231579.2369282,192,108,913,538,1078,542
1749231579.2652078,192,108,912,539,1078,542
1749231579.300836,192,108,923,540,1069,541
1749231579.329244,192,108,906,539,1069,541
1749231579.3658402,192,108,907,539,1069,541
1749231579.415477,192,108,908,539,1069,540
1749231579.4453318,192,108,906,539,1078,542
1749231579.4792268,192,108,907,539,1069,542
1749231579.5077288,192,108,923,541,1079,542
1749231579.5440712,192,108,907,540,1079,542
1749231579.5705981,192,108,907,539,1079,542
1749231579.6046624,192,108,912,538,1069,542
1749231579.6407437,192,108,906,535,1069,542
1749231579.6669712,192,108,907,540,1073,538
1749231579.7004333,192,108,915,538,1065,543
1749231579.7326808,192,108,923,536,1074,539
1749231579.7630317,192,108,916,540,1064,545
1749231579.8116946,192,108,923,536,1075,540
1749231579.8485596,192,108,916,539,1075,539
1749231579.8785098,192,108,914,540,1075,539
1749231579.9060078,192,108,915,538,1074,539
1749231579.9435482,192,108,917,538,1075,540
1749231579.9740152,192,108,915,540,1075,539
1749231580.006396,192,108,918,538,1076,539
1749231580.0384848,192,108,915,540,1075,540
1749231580.0674827,192,108,924,537,1075,540
1749231580.1046865,192,108,923,537,1075,540
1749231580.1321323,192,108,922,537,1074,540
1749231580.164032,192,108,903,540,1069,542
1749231580.2154188,192,108,922,540,1069,542
1749231580.2456238,192,108,904,537,1069,542
1749231580.273949,192,108,921,540,1068,542
1749231580.312008,192,108,934,537,1068,542
1749231580.3408983,192,108,901,540,1068,542
1749231580.3732445,192,108,933,536,1074,543
1749231580.4059904,192,108,935,540,1068,542
1749231580.4387348,192,108,901,540,1068,542
