timestamp,target_x,target_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y
1749236356.9351,180,100,884,421,1068,418
1749236357.0941744,180,100,898,419,1069,414
1749236357.2506547,180,100,894,417,1071,414
1749236357.4106734,180,100,886,417,1070,414
1749236357.566989,180,100,915,418,1080,413
1749236357.7175918,180,100,908,416,1080,413
1749236357.8829365,180,100,904,416,1090,420
1749236358.0387282,180,100,900,418,1080,413
1749236358.1924107,180,100,874,415,1097,416
1749236358.3485682,180,100,908,417,1098,416
1749236358.5088322,180,100,908,416,1098,416
1749236358.6694326,180,100,887,414,1081,416
1749236358.8276772,180,100,893,416,1082,415
1749236358.9892597,180,100,909,417,1098,415
1749236359.1391582,180,100,909,418,1082,415
1749236359.3027256,180,100,909,417,1099,416
1749236359.457272,180,100,909,417,1080,413
1749236359.6128504,180,100,915,418,1082,414
1749236359.7695785,180,100,894,417,1081,414
1749236359.921307,180,100,893,416,1080,413
1749236360.08477,180,100,894,417,1080,415
1749236360.2374356,180,100,892,416,1091,417
1749236360.3927157,180,100,893,418,1082,414
1749236360.5566075,180,100,893,417,1080,413
1749236360.7069993,180,100,899,416,1082,413
1749236360.8630257,180,100,893,419,1099,414
1749236361.02112,180,100,910,416,1100,416
1749236361.1777487,960,100,909,416,1100,415
1749236361.3365407,960,100,894,417,1083,413
1749236361.5051646,960,100,900,418,1082,415
1749236361.659364,960,100,900,419,1084,414
1749236361.8174121,960,100,887,417,1084,414
1749236361.972438,960,100,878,421,1083,413
1749236362.1295424,960,100,900,418,1092,415
1749236362.2837381,960,100,900,418,1092,411
1749236362.4430878,960,100,901,418,1082,414
1749236362.6026862,960,100,901,419,1083,412
1749236362.757744,960,100,901,417,1093,415
1749236362.9113944,960,100,891,416,1082,415
1749236363.0642006,960,100,902,418,1083,416
1749236363.229376,960,100,903,416,1086,412
1749236363.3833008,960,100,920,412,1103,415
1749236363.5449626,960,100,885,416,1084,415
1749236363.7005804,960,100,903,414,1096,414
1749236363.854921,960,100,904,416,1087,412
1749236364.0118494,960,100,903,415,1086,413
1749236364.1676788,960,100,881,418,1084,414
1749236364.3193624,960,100,901,417,1075,415
1749236364.482575,960,100,902,415,1094,413
1749236364.6368568,960,100,902,415,1101,418
1749236364.7882562,960,100,902,416,1093,409
1749236364.9505894,960,100,902,415,1095,414
1749236365.109167,960,100,903,415,1069,418
1749236365.2673006,960,100,902,415,1088,412
1749236365.4275615,1760,100,917,416,1084,414
1749236365.5873632,1760,100,903,415,1084,412
1749236365.739077,1760,100,885,415,1077,415
1749236365.9007902,1760,100,884,414,1073,416
1749236366.0575523,1760,100,900,413,1093,410
1749236366.2099473,1760,100,900,414,1073,416
1749236366.377435,1760,100,899,414,1072,417
1749236366.5347116,1760,100,899,413,1073,416
1749236366.6894534,1760,100,899,413,1071,417
1749236366.8448188,1760,100,899,413,1071,416
1749236367.0006747,1760,100,899,414,1072,416
1749236367.1564615,1760,100,900,412,1073,416
1749236367.313247,1760,100,900,412,1069,418
1749236367.469433,1760,100,901,413,1074,417
1749236367.6255214,1760,100,901,413,1071,419
1749236367.7816288,1760,100,882,414,1075,417
1749236367.939273,1760,100,902,413,1075,416
1749236368.0891461,1760,100,901,414,1074,417
1749236368.250721,1760,100,901,413,1074,416
1749236368.4061005,1760,100,900,414,1073,416
1749236368.5672872,1760,100,884,414,1074,417
1749236368.7229526,1760,100,901,413,1067,416
1749236368.8776681,1760,100,901,414,1078,417
1749236369.0345926,1760,100,900,413,1073,416
1749236369.1925557,1760,100,901,413,1074,417
1749236369.3427362,1760,100,882,412,1074,416
1749236369.5055087,1760,100,885,412,1074,417
1749236369.6635985,180,540,901,412,1073,416
1749236369.8196812,180,540,901,412,1069,417
1749236369.9762247,180,540,902,415,1081,416
1749236370.1315022,180,540,880,421,1095,422
1749236370.2852812,180,540,879,421,1101,420
1749236370.4410424,180,540,908,419,1101,420
1749236370.5975418,180,540,880,423,1096,423
1749236370.7547493,180,540,880,420,1103,415
1749236370.9074974,180,540,880,422,1096,423
1749236371.0637748,180,540,912,420,1096,422
1749236371.21775,180,540,878,423,1102,420
1749236371.3750796,180,540,881,420,1102,420
1749236371.530251,180,540,878,423,1102,421
1749236371.6844268,180,540,907,419,1102,420
1749236371.8394217,180,540,912,420,1110,424
1749236371.9917471,180,540,898,422,1104,422
1749236372.1508143,180,540,879,422,1098,423
1749236372.3065622,180,540,913,420,1098,424
1749236372.4581943,180,540,907,419,1103,422
1749236372.6197786,180,540,904,422,1103,422
1749236372.775401,180,540,881,422,1103,421
1749236372.9364922,180,540,888,423,1111,423
1749236373.1005096,180,540,903,417,1103,421
1749236373.259629,180,540,881,419,1104,418
1749236373.4152596,180,540,880,423,1104,422
1749236373.5696602,180,540,880,423,1103,422
1749236373.7240353,180,540,879,423,1112,423
1749236373.8797128,960,540,897,420,1103,421
1749236374.0323358,960,540,908,418,1102,421
1749236374.193069,960,540,884,420,1095,421
1749236374.3507636,960,540,874,421,1087,421
1749236374.5093737,960,540,884,419,1094,420
1749236374.6610453,960,540,874,421,1086,421
1749236374.825028,960,540,874,423,1085,420
1749236374.9793658,960,540,874,423,1085,420
1749236375.1354108,960,540,881,425,1086,421
1749236375.2932928,960,540,883,425,1095,421
1749236375.450697,960,540,883,425,1095,421
1749236375.6063607,960,540,892,420,1096,421
1749236375.777678,960,540,884,425,1095,420
1749236375.9322565,960,540,884,421,1095,421
1749236376.0820673,960,540,901,421,1087,422
1749236376.252942,960,540,894,423,1088,422
1749236376.4095135,960,540,891,421,1095,421
