timestamp,target_x,target_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y
1749232982.6745925,220,140,897,485,1066,480
1749232982.8396132,220,140,896,483,1056,479
1749232982.9892566,220,140,896,482,1057,482
1749232983.1442676,220,140,891,483,1067,480
1749232983.3052332,220,140,897,484,1060,481
1749232983.456176,220,140,889,483,1063,482
1749232983.6120446,220,140,893,482,1054,481
1749232983.7620387,220,140,894,482,1069,480
1749232983.9199512,220,140,897,483,1053,478
1749232984.076169,220,140,897,484,1063,479
1749232984.2305264,220,140,891,486,1072,483
1749232984.383686,220,140,898,485,1063,480
1749232984.5396857,220,140,904,484,1079,481
1749232984.7007787,220,140,914,483,1073,485
1749232984.8572054,220,140,903,485,1079,483
1749232985.0121846,220,140,900,484,1075,485
1749232985.1686642,220,140,907,487,1067,486
1749232985.3299184,220,140,906,489,1066,489
1749232985.4841821,220,140,908,488,1077,488
1749232985.638192,220,140,902,486,1079,484
1749232985.7942472,220,140,903,485,1072,485
1749232985.9508991,220,140,908,486,1083,485
1749232986.1066177,220,140,911,487,1071,483
1749232986.2595987,220,140,929,491,1080,486
1749232986.416266,220,140,898,487,1085,485
1749232986.573293,220,140,905,486,1084,484
1749232986.732193,220,140,907,484,1080,485
1749232986.894479,960,140,919,484,1085,484
1749232987.056448,960,140,891,488,1085,484
1749232987.2094295,960,140,911,486,1069,489
1749232987.3567936,960,140,906,485,1076,480
1749232987.5255466,960,140,908,484,1067,488
1749232987.678649,960,140,906,486,1065,482
1749232987.8285842,960,140,906,486,1066,487
1749232987.9953277,960,140,910,486,1080,487
1749232988.155375,960,140,911,489,1081,489
1749232988.333331,960,140,908,487,1078,484
1749232988.4877918,960,140,895,486,1072,482
1749232988.6433804,960,140,905,486,1074,485
1749232988.8008764,960,140,897,487,1059,487
1749232988.955231,960,140,908,486,1067,486
1749232989.1086433,960,140,896,487,1069,485
1749232989.2643008,960,140,909,484,1078,481
1749232989.4192412,960,140,909,487,1079,485
1749232989.5738878,960,140,894,489,1069,485
1749232989.729217,960,140,908,488,1071,486
1749232989.8841758,960,140,909,488,1078,484
1749232990.040499,960,140,909,487,1069,487
1749232990.2007513,960,140,910,487,1069,487
1749232990.3566608,960,140,908,488,1079,486
1749232990.511918,960,140,899,486,1069,488
1749232990.6673355,960,140,908,488,1068,487
1749232990.8200052,960,140,908,490,1077,489
1749232990.9762158,960,140,900,488,1077,489
1749232991.1408663,1760,140,907,487,1067,486
1749232991.2938013,1760,140,906,488,1071,485
1749232991.4509428,1760,140,891,486,1076,481
1749232991.6066718,1760,140,889,486,1071,484
1749232991.7619238,1760,140,890,485,1070,484
1749232992.079698,1760,140,891,491,1065,486
1749232992.245131,1760,140,910,495,1068,491
1749232992.400547,1760,140,923,497,1082,496
1749232992.8642247,1760,140,890,489,1063,490
