timestamp,target_x,target_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y
1749233046.9589481,200,140,901,482,1057,479
1749233047.1280046,200,140,892,481,1058,476
1749233047.2887552,200,140,891,479,1062,473
1749233047.4422197,200,140,900,478,1058,471
1749233047.606686,200,140,886,478,1065,472
1749233047.761975,200,140,892,478,1051,479
1749233047.9289508,200,140,887,479,1066,473
1749233048.0786908,200,140,894,477,1058,471
1749233048.2456129,200,140,896,479,1076,476
1749233048.4008012,200,140,915,479,1061,473
1749233048.5605927,200,140,898,482,1077,476
1749233048.712647,200,140,901,482,1073,477
1749233048.867647,200,140,901,483,1079,477
1749233049.0266893,200,140,913,481,1071,476
1749233049.1881468,200,140,899,481,1078,475
1749233049.3463109,200,140,904,482,1073,477
1749233049.5007775,200,140,894,481,1075,476
1749233049.6547637,200,140,915,479,1062,477
1749233049.807111,200,140,902,481,1079,474
1749233049.9790967,200,140,915,479,1075,476
1749233050.136724,200,140,901,481,1080,475
1749233050.2975736,200,140,908,481,1066,473
1749233050.464333,200,140,908,485,1080,476
1749233050.6231444,200,140,900,480,1078,474
1749233050.7754693,200,140,900,479,1073,476
1749233050.9322484,200,140,905,481,1078,474
1749233051.0823565,200,140,896,480,1070,475
1749233051.2447538,960,140,897,482,1070,475
1749233051.4046116,960,140,893,484,1067,476
1749233051.558214,960,140,886,483,1055,481
1749233051.708726,960,140,879,484,1064,473
1749233051.8620942,960,140,896,487,1064,473
1749233052.0289097,960,140,896,486,1065,473
1749233052.2065792,960,140,896,486,1064,473
1749233052.3618023,960,140,896,485,1065,477
1749233052.5117066,960,140,889,485,1066,475
1749233052.675079,960,140,898,485,1057,480
1749233052.8406658,960,140,898,485,1058,477
1749233052.9937577,960,140,897,483,1058,479
1749233053.1503825,960,140,899,488,1059,480
1749233053.3059428,960,140,898,486,1059,476
1749233053.457883,960,140,897,485,1058,479
1749233053.6204746,960,140,898,484,1058,477
1749233053.7737517,960,140,889,486,1059,479
1749233053.932925,960,140,898,485,1059,479
1749233054.083563,960,140,898,485,1060,476
1749233054.238079,960,140,889,486,1059,478
1749233054.4008334,960,140,899,487,1059,483
1749233054.5592349,960,140,883,487,1059,479
1749233054.714882,960,140,900,486,1070,480
1749233054.8772385,960,140,900,486,1060,481
1749233055.0323055,960,140,899,488,1059,479
1749233055.1893098,960,140,899,486,1059,483
1749233055.3506129,960,140,892,485,1067,475
1749233055.509279,1760,140,900,486,1068,475
1749233055.6609302,1760,140,891,486,1073,484
1749233055.8226273,1760,140,883,487,1065,479
1749233055.9745038,1760,140,882,486,1065,481
1749233056.144889,1760,140,895,489,1066,480
1749233056.3004112,1760,140,883,486,1064,478
1749233056.4564574,1760,140,896,485,1070,476
1749233056.6118555,1760,140,883,483,1051,479
1749233056.7623413,1760,140,896,491,1050,479
1749233056.910007,1760,140,884,485,1064,478
1749233057.0750089,1760,140,877,497,1066,494
1749233057.391741,1760,140,895,501,1055,497
